STATE,LATITUDE,LONGITUDE,DATETIME,PR,RMAX,RMIN,SPH,SRAD,TMMN,TMMX,VS,BI,FM100,FM1000,ERC,ETR,PET,VPD
VA,37.2861110990904,-76.4291666999999,2018-02-11,2.5,63,40.3,0.00766,121.4,290.4,295.9,6.1,0,14.3,19.5,18,6.5,4.2,1.12
VA,37.2861110990904,-76.4291666999999,2018-02-12,12.4,100,42.8,0.00594,46.6,276.2,291,5.2,0,18,20.3,14,3,1.9,0.44
VA,37.2861110990904,-76.4291666999999,2018-02-13,3.3,72.2,60.6,0.00328,59.1,275.5,277.6,5.1,0,17.3,20.3,13,2,1.4,0.25
VA,37.2861110990904,-76.4291666999999,2018-02-14,0,94.7,46.8,0.00477,154,276.8,286.4,3,22,17.3,20.1,22,2.4,1.8,0.38
VA,37.2861110990904,-76.4291666999999,2018-02-15,0,75.9,42.2,0.00704,148.7,286,293.9,6,33,15.6,19.9,25,5.4,3.5,0.82
VA,37.2861110990904,-76.4291666999999,2018-02-16,4,100,46.7,0.00726,113.8,275.8,293,5.4,0,17.4,20.2,14,2.7,1.9,0.35
VA,37.2861110990904,-76.4291666999999,2018-02-17,7.4,84.4,56.7,0.00389,112.4,275.6,280.9,4.9,0,18.4,20.8,12,2.2,1.5,0.26
VA,37.2861110990904,-76.4291666999999,2018-02-18,0.3,90,43.5,0.00379,191.1,274.3,283.9,3.3,22,17.6,20.5,21,2.6,1.9,0.36
VA,37.2861110990904,-76.4291666999999,2018-02-19,3.9,85.8,50.1,0.00519,38.5,279.5,286.8,2.4,0,17.7,20.2,14,1.8,1.2,0.42
VA,37.2861110990904,-76.4291666999999,2018-02-20,0,85.3,50.3,0.0076,174.2,285.3,292.7,4.6,27,16.7,20,23,4,2.8,0.61
VA,37.2861110990904,-76.4291666999999,2018-02-21,0,77.3,40.4,0.00832,190.3,288.3,297.2,4.4,28,15.3,19.7,26,5.5,3.8,1.01
VA,37.2861110990904,-76.4291666999999,2018-02-22,0,100,37.6,0.00755,182.1,279.1,296.6,3.8,26,16.2,19.8,25,4.1,2.9,0.68
VA,37.2861110990904,-76.4291666999999,2018-02-23,0,92.9,49.9,0.00567,132.2,279.6,288.2,3.1,22,16.3,19.6,23,2.6,1.9,0.42
VA,37.2861110990904,-76.4291666999999,2018-02-24,0,100,39.5,0.00797,181.5,282.3,296.8,2.9,23,16.8,19.6,25,3.9,2.9,0.75
VA,37.2861110990904,-76.4291666999999,2018-02-25,0,98.7,45.1,0.00833,148.9,284.4,295.7,3.8,25,16.8,19.4,24,3.9,2.8,0.68
VA,37.2861110990904,-76.4291666999999,2018-02-26,0.6,100,56,0.00561,41.8,276.2,286.5,3,0,17.8,19.1,15,1.4,1,0.23
VA,37.2861110990904,-76.4291666999999,2018-02-27,0,76,33.8,0.00356,222.3,275.9,286.1,3.1,26,15.9,18.8,28,3.5,2.6,0.54
VA,37.2861110990904,-76.4291666999999,2018-02-28,0,78.8,37.5,0.00462,160,279.1,288.8,3.9,28,14.6,18.6,28,3.9,2.7,0.6
VA,37.2861110990904,-76.4291666999999,2018-03-01,9,99.8,69.7,0.00661,55.3,280.7,286.4,2.7,0,17.9,19.4,14,1.4,1,0.2
VA,37.2861110990904,-76.4291666999999,2018-03-02,0,70.5,38.2,0.00331,156.4,275.9,284.1,14.6,57,15.6,19,26,5.4,3.4,0.49
VA,37.2861110990904,-76.4291666999999,2018-03-03,0,69.4,37.3,0.00328,236.3,276,284.3,11.1,52,14,18.7,30,5.3,3.5,0.51
VA,37.2861110990904,-76.4291666999999,2018-03-04,0,81.8,40.6,0.00326,241.5,273.5,283.1,8.3,44,13.6,18.4,30,4.1,2.8,0.4
VA,37.2861110990904,-76.4291666999999,2018-03-05,0,80.8,33.8,0.00253,247.7,270.2,281.7,6.9,41,13.3,17.9,33,3.9,2.7,0.39
VA,37.2861110990904,-76.4291666999999,2018-03-06,18.3,81.7,50.4,0.00347,96.6,274.4,281.2,4.4,0,17,19,16,2.4,1.7,0.31
VA,37.2861110990904,-76.4291666999999,2018-03-07,0,100,52.1,0.00444,182.3,273.1,284.4,5.2,29,17.7,19.2,23,2.5,1.8,0.25
VA,37.2861110990904,-76.4291666999999,2018-03-08,0,77.1,38.7,0.00271,149.6,271.8,281,4.3,28,15.9,18.8,26,2.9,2,0.37
VA,37.2861110990904,-76.4291666999999,2018-03-09,0,63.8,30.8,0.00239,255.1,272.8,282,5.4,35,14,18.4,31,4.3,3,0.48
VA,37.2861110990904,-76.4291666999999,2018-03-10,0,63,39.3,0.00288,71.3,275.6,281.7,2.1,22,12.8,18.2,30,2.3,1.6,0.45
VA,37.2861110990904,-76.4291666999999,2018-03-11,0,70.9,55.4,0.0035,148.7,276.6,280.1,4.8,30,12.7,18,29,2.8,2,0.32
VA,37.2861110990904,-76.4291666999999,2018-03-12,19.9,97.7,67.5,0.00386,75.9,273.3,278.9,9.5,0,17.6,19.1,14,1.6,1.1,0.14
VA,37.2861110990904,-76.4291666999999,2018-03-13,0,80.3,37.3,0.00293,243.2,272.3,282.6,7.6,40,16.2,18.6,28,4.1,2.8,0.4
VA,37.2861110990904,-76.4291666999999,2018-03-14,0,62.3,32.9,0.0022,193.2,272,280,7.5,41,14.1,18.2,30,4.1,2.7,0.42
VA,37.2861110990904,-76.4291666999999,2018-03-15,0,74.2,25.2,0.00288,240.9,273.2,287.3,6.6,41,13,17.9,33,5.6,3.8,0.65
VA,37.2861110990904,-76.4291666999999,2018-03-16,0,91.3,32.3,0.00279,229.8,269.8,283.7,4.8,34,13.4,17.9,32,3.7,2.6,0.42
VA,37.2861110990904,-76.4291666999999,2018-03-17,0.8,78.1,43.7,0.00336,182.4,274.6,282.6,2.3,0,13.5,17.9,22,2.6,2,0.39
VA,37.2861110990904,-76.4291666999999,2018-03-18,0,79,37.1,0.0034,272.9,274.6,284.9,4.2,32,13,17.7,33,4.1,3,0.48
VA,37.2861110990904,-76.4291666999999,2018-03-19,17.5,77.7,40.9,0.00439,190.4,278.5,287.5,3.5,0,16.2,18.2,19,3.8,2.8,0.55
VA,37.2861110990904,-76.4291666999999,2018-03-20,15.6,100,69.8,0.00457,71.3,275.1,280.9,8.7,0,20.2,19.4,12,1.5,1.1,0.13
VA,37.2861110990904,-76.4291666999999,2018-03-21,6.3,88.9,77,0.00368,47.3,274,276.5,6.9,0,20.9,20,9,1.2,0.8,0.11
VA,37.2861110990904,-76.4291666999999,2018-03-22,0,71.2,38,0.00314,248,275,283.4,6.6,33,17.8,19.8,23,4.4,3.1,0.46
VA,37.2861110990904,-76.4291666999999,2018-03-23,0,69.5,33.2,0.00287,287.2,274.1,283.8,6.2,35,15.4,19.6,27,4.8,3.4,0.5
VA,37.2861110990904,-76.4291666999999,2018-03-24,0,60.3,35.6,0.00281,227.5,275.9,282.6,3.6,27,13.7,19.4,28,3.8,2.8,0.51
VA,37.2861110990904,-76.4291666999999,2018-03-25,0,73.1,40.1,0.00325,261.3,275.1,283.2,7.7,41,12.9,19.2,29,4.5,3.1,0.44
VA,37.2861110990904,-76.4291666999999,2018-03-26,0,82,46.8,0.00341,292.8,274.1,281.9,7.3,40,13.4,18.5,30,3.8,2.8,0.34
VA,37.2861110990904,-76.4291666999999,2018-03-27,0,77.1,54,0.00374,197.3,276.3,281.4,3.3,25,13.6,17.8,29,2.8,2.1,0.32
VA,37.2861110990904,-76.4291666999999,2018-03-28,0,96.1,39.3,0.00645,192.9,280.9,294.1,2.9,26,14.5,17.7,30,4.2,3.2,0.72
MD,39.471388999074,-77.7277779999999,2018-10-09,0,93.8,57.6,0.01401,187.3,292.7,301.2,3.6,18,18.4,24,14,4.4,3.4,0.79
MD,39.471388999074,-77.7277779999999,2018-10-10,3,89.6,59,0.0144,164.9,293.9,301.3,3.8,0,18.6,24,7,4.4,3.3,0.82
MD,39.471388999074,-77.7277779999999,2018-10-11,5.7,100,64.6,0.01335,104.5,285.1,298.6,3.9,0,20.1,24.1,5,1.9,1.6,0.18
MD,39.471388999074,-77.7277779999999,2018-10-12,4.9,84.9,50.6,0.00607,173.7,281.3,289.5,5.2,0,19.9,24.3,6,3.8,2.6,0.5
MD,39.471388999074,-77.7277779999999,2018-10-13,0.3,93.5,54.4,0.00523,127.4,277.7,286.2,3.1,16,19.4,24.1,12,2.3,1.7,0.33
MD,39.471388999074,-77.7277779999999,2018-10-14,3.8,93.6,59.3,0.00581,103.4,279.2,286.6,2.4,0,19.7,24.1,6,1.9,1.4,0.31
MD,39.471388999074,-77.7277779999999,2018-10-15,2.4,100,68.3,0.00943,100.7,281.8,292.1,5.3,0,20.3,24,5,1.6,1.3,0.14
MD,39.471388999074,-77.7277779999999,2018-10-16,0,89.1,50.1,0.00549,175.6,279.1,288.1,3,17,18.9,23.7,15,2.8,2.1,0.44
MD,39.471388999074,-77.7277779999999,2018-10-17,0,91.7,33.3,0.00482,179.1,276.8,291.7,5.3,25,17.8,23.4,18,4.8,3.2,0.69
MD,39.471388999074,-77.7277779999999,2018-10-18,0,90.9,37,0.00378,134.1,273.5,286.5,3.3,20,17,22.9,19,2.9,2,0.47
MD,39.471388999074,-77.7277779999999,2018-10-19,0.7,100,36.6,0.00491,168.8,274,290.7,3.6,0,17.5,22.7,11,3.4,2.4,0.54
MD,39.471388999074,-77.7277779999999,2018-10-20,1.1,100,45.8,0.00642,157.5,278,291.8,4.8,0,18.2,22.7,10,3.4,2.4,0.48
MD,39.471388999074,-77.7277779999999,2018-10-21,0,100,49.3,0.00386,116,272,283,6.1,25,18.6,22.4,16,2.4,1.6,0.27
MD,39.471388999074,-77.7277779999999,2018-10-22,0,100,37.8,0.004,167.1,272.1,287.1,3.9,22,18.5,22.1,19,3,2.1,0.44
MD,39.471388999074,-77.7277779999999,2018-10-23,0,100,26.1,0.00444,170.7,273.8,293.7,4.1,24,18,22,21,4.9,3.2,0.82
MD,39.471388999074,-77.7277779999999,2018-10-24,0,100,43,0.00406,129.9,272,285.6,4.7,24,18.3,21.9,19,2.7,1.8,0.35
MD,39.471388999074,-77.7277779999999,2018-10-25,0,100,45.6,0.00385,161,272.2,284,2.1,17,18.3,21.6,20,1.9,1.4,0.32
MD,39.471388999074,-77.7277779999999,2018-10-26,18,94.2,73.3,0.00492,101.5,276.7,281.2,4.6,0,21.4,22.7,6,1.4,1,0.14
MD,39.471388999074,-77.7277779999999,2018-10-27,6.9,81.8,71.3,0.00528,57.1,279.8,282.6,4.6,0,21.4,23,6,1.8,1.2,0.23
MD,39.471388999074,-77.7277779999999,2018-10-28,0.5,85.1,59.6,0.00565,78.3,280.2,286.1,3.5,17,19.8,22.8,14,2.1,1.5,0.34
MD,39.471388999074,-77.7277779999999,2018-10-29,0,100,50.6,0.00496,84.6,275.5,286.4,5.2,22,19.8,22.6,15,2.5,1.7,0.33
MD,39.471388999074,-77.7277779999999,2018-10-30,0,100,38.3,0.00482,152.6,275.5,289.8,2.8,18,19.1,22.6,18,2.8,1.9,0.54
MD,39.471388999074,-77.7277779999999,2018-10-31,0,100,38.1,0.00666,147.5,276,295,3.5,20,19,22.5,18,3.4,2.3,0.62
MD,39.471388999074,-77.7277779999999,2018-11-01,1.7,100,45.5,0.00858,135,283.8,296.9,5,0,18.1,22.3,11,4.3,2.9,0.74
MD,39.471388999074,-77.7277779999999,2018-11-02,28,100,63.4,0.00976,85.6,281.1,294,4.4,0,21.3,23,6,1.6,1.2,0.2
MD,39.471388999074,-77.7277779999999,2018-11-03,0,100,50.6,0.00465,113.5,272.9,285.7,5.4,22,20.9,22.8,14,2.3,1.5,0.28
MD,39.471388999074,-77.7277779999999,2018-11-04,9.3,98.8,41.1,0.00411,144.2,273.4,286.7,3,0,21.8,23.5,6,2.5,1.7,0.43
MD,39.471388999074,-77.7277779999999,2018-11-05,18.1,84.1,71.1,0.00582,53.9,280.7,284.3,2.6,0,23,24.4,3,1.4,1,0.25
MD,39.471388999074,-77.7277779999999,2018-11-06,10.5,100,66.3,0.00723,64.3,279.2,288.6,4.5,0,24.2,25.3,1,1.5,1.1,0.19
MD,39.471388999074,-77.7277779999999,2018-11-07,0,100,45.9,0.00494,111.4,274.7,288,3.3,14,22.7,25.3,10,2.3,1.6,0.39
MD,39.471388999074,-77.7277779999999,2018-11-08,0,82.2,43.4,0.00386,131.1,275.1,285,2.9,15,19.6,25,13,2.3,1.6,0.43
MD,39.471388999074,-77.7277779999999,2018-11-09,19.9,100,83.3,0.00478,34.3,274.7,279.2,2.8,0,22.9,25.6,0,0.5,0.4,0.04
MD,39.471388999074,-77.7277779999999,2018-11-10,0,98.3,48.2,0.00265,102.5,267.5,278.1,5.8,19,21.6,25.4,9,1.9,1.2,0.21
MD,39.471388999074,-77.7277779999999,2018-11-11,0,88,36.6,0.00239,136.1,267.6,280.2,2.2,15,19.1,24.9,14,1.7,1.1,0.32
MD,39.471388999074,-77.7277779999999,2018-11-12,19.1,87,52.6,0.00344,106.9,272.7,280.7,2.6,0,21.1,25.5,3,1.5,1.1,0.26
MD,39.471388999074,-77.7277779999999,2018-11-13,0,100,64.6,0.00397,40.7,272.6,280,4.5,15,21,25.3,8,1.2,0.8,0.15
MD,39.471388999074,-77.7277779999999,2018-11-14,0,56,38,0.00218,105,272.5,278.4,3.9,19,17.4,24.8,15,2.5,1.6,0.39
MD,39.471388999074,-77.7277779999999,2018-11-15,36.4,75.9,65,0.00263,41.9,270.9,274.1,5.4,0,19.6,25.9,3,1.4,0.9,0.16
MD,39.471388999074,-77.7277779999999,2018-11-16,0,66.9,48.5,0.00278,125.7,273.4,278.7,4.7,21,17,24.7,15,2.3,1.5,0.32
MD,39.471388999074,-77.7277779999999,2018-11-17,0,81.3,41.4,0.00278,122.3,270.7,280.8,2.1,16,15.8,24.3,17,1.6,1.1,0.33
MD,39.471388999074,-77.7277779999999,2018-11-18,0,89,52.2,0.00337,116,272.1,280.5,3,18,15.8,24.1,16,1.6,1.1,0.26
MD,39.471388999074,-77.7277779999999,2018-11-19,0.7,100,47.8,0.00478,80.8,274.6,286.9,1.8,0,17.3,23.5,9,1.5,1.1,0.36
MD,39.471388999074,-77.7277779999999,2018-11-20,0,100,58.7,0.00397,50.5,271.9,281.3,4,18,18.4,23.4,14,1.4,0.9,0.18
MD,39.471388999074,-77.7277779999999,2018-11-21,0,96.8,38.1,0.00294,86.1,269.1,282.7,4.4,21,18.8,23.5,15,2.4,1.5,0.35
MD,39.471388999074,-77.7277779999999,2018-11-22,0,57.7,44.1,0.00154,92.5,267.4,271.7,3.9,21,16.1,22.8,18,1.7,1.1,0.23
MD,39.471388999074,-77.7277779999999,2018-11-23,0,50.9,32.6,0.00143,82.8,268.1,274.4,3.7,23,13.7,21.9,23,2.1,1.3,0.32
MD,39.471388999074,-77.7277779999999,2018-11-24,29.8,83.9,74.1,0.00327,39.5,272.5,275.4,3.5,0,18.1,23,8,1,0.7,0.13
MD,39.471388999074,-77.7277779999999,2018-11-25,0,97.8,36.2,0.00428,100,274.1,289.1,2.5,18,17.7,22.9,18,2.4,1.5,0.55
MD,39.471388999074,-77.7277779999999,2018-11-26,1.7,92.5,56.8,0.00447,29.9,275.5,283.5,4.9,0,18.5,22.6,9,1.9,1.2,0.27
MD,39.471388999074,-77.7277779999999,2018-11-27,0,68.5,52.8,0.00265,88.3,272.4,276.9,6.7,27,16.7,22.2,18,2.3,1.4,0.26
MD,39.471388999074,-77.7277779999999,2018-11-28,0,60.5,49,0.00205,81.8,270.6,274.3,8.4,33,14.9,21.9,20,2.5,1.5,0.26
MD,39.471388999074,-77.7277779999999,2018-11-29,0,63.6,48.3,0.00232,102.8,271.6,276.2,3.5,22,13.8,21.4,23,1.8,1.1,0.28
MD,39.471388999074,-77.7277779999999,2018-11-30,0.7,84.7,63.4,0.0033,42.1,272.5,277.6,1.5,0,14.8,21.2,14,0.9,0.6,0.18
MD,39.471388999074,-77.7277779999999,2018-12-01,12.4,98.4,73.4,0.00406,45.7,273.6,278.3,3.5,0,19.4,22,8,0.8,0.6,0.1
MD,39.471388999074,-77.7277779999999,2018-12-02,0,100,80.3,0.00648,97.5,277.6,283.9,3.3,16,20.5,22.2,13,0.5,0.4,0.02
MD,39.471388999074,-77.7277779999999,2018-12-03,0,100,50,0.00446,85.6,274.4,284.8,4.8,22,19.8,21.8,16,2.1,1.3,0.3
MD,39.471388999074,-77.7277779999999,2018-12-04,0,100,56.2,0.00288,79.9,268,276.9,3.6,18,20.2,21.8,15,1.1,0.7,0.15
MD,39.471388999074,-77.7277779999999,2018-12-05,0,86.5,56,0.00256,25.2,269.1,275.3,2.4,15,19.2,21.9,15,0.9,0.6,0.17
MD,39.471388999074,-77.7277779999999,2018-12-06,0,70.8,41.6,0.0025,90.7,271.6,278.7,3.8,22,16.8,21.6,20,2.1,1.3,0.33
MD,39.471388999074,-77.7277779999999,2018-12-07,0,100,43,0.0023,83.9,265.3,277.1,3,19,18,21.6,19,1.3,0.8,0.21
MD,39.471388999074,-77.7277779999999,2018-12-08,0,67.9,34.9,0.00165,83.3,266.6,275,2.5,20,15.9,20.6,23,1.5,0.9,0.27
MD,39.471388999074,-77.7277779999999,2018-12-09,0,91.6,51.3,0.00193,101.3,264.6,272.5,2.3,18,16.7,20.6,21,0.8,0.6,0.14
MD,39.471388999074,-77.7277779999999,2018-12-10,0,96,40,0.00201,111.5,264.5,276.1,3.1,22,17.6,20.3,23,1.3,0.8,0.21
MD,39.471388999074,-77.7277779999999,2018-12-11,0,99.2,32.3,0.00211,110.9,264.7,279.4,2.7,21,18.3,20.3,23,1.6,1,0.3
MD,39.471388999074,-77.7277779999999,2018-12-12,0,76.6,38.8,0.00245,106.9,270.2,279.3,2.4,20,16.5,20.2,24,1.6,1,0.33
MD,39.471388999074,-77.7277779999999,2018-12-13,0,98.4,46.4,0.00341,56.4,271.2,281.8,2.4,18,17.5,20.3,20,1.4,0.9,0.28
MD,39.471388999074,-77.7277779999999,2018-12-14,13,100,72.9,0.00412,37,273.4,278.6,2.3,0,21.3,21.4,8,0.7,0.5,0.1
MD,39.471388999074,-77.7277779999999,2018-12-15,50.7,100,73.5,0.00577,26.1,277.6,283.4,4.2,0,23.9,22.4,5,0.9,0.6,0.12
MD,39.471388999074,-77.7277779999999,2018-12-16,1.5,100,78.4,0.00463,25.3,275.1,279.3,3.9,0,23.8,22.6,4,0.6,0.4,0.08
MD,39.471388999074,-77.7277779999999,2018-12-17,0,82,37.5,0.00344,106.1,273.9,284.7,5.5,25,20.7,22.2,17,3.1,1.9,0.45
MD,39.471388999074,-77.7277779999999,2018-12-18,0,89,36.8,0.00241,109.6,267.9,279.7,4,22,19.4,22.1,18,2,1.2,0.31
MD,39.471388999074,-77.7277779999999,2018-12-19,0,93.1,34.3,0.0026,104.5,268.3,281.7,2.7,19,18.8,22.2,19,1.8,1.1,0.35
MD,39.471388999074,-77.7277779999999,2018-12-20,19,100,38.3,0.00416,51.9,270.8,287.3,4,0,21.8,23.4,6,2.4,1.5,0.4
MD,39.471388999074,-77.7277779999999,2018-12-21,4.6,100,54.7,0.00752,61.1,277.3,291.6,5.2,0,22.3,23.4,5,1.9,1.2,0.26
MD,39.471388999074,-77.7277779999999,2018-12-22,0,94.2,48.2,0.00341,62.4,271.8,281.3,6.4,23,21.2,22.8,14,2.2,1.4,0.27
MD,39.2726730280753,-77.5359350749999,2018-09-10,5,100,99.4,0.0134,101.6,287.6,291.9,4.1,0,25.7,24.1,0,1.1,1.2,0
MD,39.2726730280753,-77.5359350749999,2018-09-11,0.6,100,99.9,0.01526,168.5,290.9,293.9,1.6,0,25.6,24.2,0,2.2,2.2,0
MD,39.2726730280753,-77.5359350749999,2018-09-12,0,100,76.8,0.01575,189.2,291.8,298.4,2.5,12,23.8,24.3,8,2.8,2.7,0.14
MD,39.2726730280753,-77.5359350749999,2018-09-13,1.1,97.9,70.6,0.01539,167.2,293.6,299.3,3.5,0,22.2,24.4,3,3.4,2.9,0.42
MD,39.2726730280753,-77.5359350749999,2018-09-14,0.8,100,79.7,0.01515,177.8,292.3,297.2,3.5,0,21.7,24.3,3,2.7,2.5,0.16
MD,39.2726730280753,-77.5359350749999,2018-09-15,0,100,65.9,0.01462,151.8,290.5,299.5,2.5,14,20.7,23.6,12,2.8,2.5,0.35
MD,39.2726730280753,-77.5359350749999,2018-09-16,0,100,66.2,0.01495,184.7,290.9,299.8,3.1,17,20,23.2,14,3.3,2.9,0.35
MD,39.2726730280753,-77.5359350749999,2018-09-17,14.3,89.5,70.6,0.01441,96.7,294,298.2,4.5,0,21.7,24.1,4,3.2,2.4,0.5
MD,39.2726730280753,-77.5359350749999,2018-09-18,0,100,52.8,0.01326,125.3,290.7,301.2,2.7,15,20.3,23.7,13,3.6,2.8,0.76
MD,39.2726730280753,-77.5359350749999,2018-09-19,0,100,48,0.01309,229,289.3,302.4,3.2,18,19.3,23.7,15,5,4,0.84
MD,39.2726730280753,-77.5359350749999,2018-09-20,0,100,58.5,0.01445,226.6,290.4,301.1,3.8,19,18.9,23.7,15,4.3,3.6,0.54
MD,39.2726730280753,-77.5359350749999,2018-09-21,4.7,100,78.1,0.01515,205.1,292.4,297.5,5.3,0,20.3,23.9,5,3,2.7,0.2
MD,39.2726730280753,-77.5359350749999,2018-09-22,4.3,100,66,0.01157,190.6,286,295.6,3.6,0,20.8,23.8,5,2.7,2.4,0.23
MD,39.2726730280753,-77.5359350749999,2018-09-23,18.6,100,94.6,0.0103,49.2,285.9,288.5,2.8,0,23.9,24.8,0,0.6,0.6,0
MD,39.2726730280753,-77.5359350749999,2018-09-24,11.9,100,91.8,0.01168,49.4,287.9,290.9,5.2,0,25.7,25.5,0,0.5,0.5,0
MD,39.2726730280753,-77.5359350749999,2018-09-25,1.7,100,75.6,0.01383,93.8,289.8,296.5,3.9,0,24.3,25.5,0,1.8,1.5,0.15
MD,39.2726730280753,-77.5359350749999,2018-09-26,24.9,100,55.4,0.01485,187.9,288.2,302.4,3.9,0,25.2,26.7,0,3.8,3.1,0.49
MD,39.2726730280753,-77.5359350749999,2018-09-27,50.4,100,85.3,0.01099,63.4,284.8,291,2.3,0,26.6,28,0,0.8,0.8,0
MD,39.2726730280753,-77.5359350749999,2018-09-28,0,100,57.1,0.01107,212.9,284.7,297,2.3,9,24.1,27.7,5,3.1,2.7,0.37
MD,39.2726730280753,-77.5359350749999,2018-09-29,0,100,49.5,0.01005,191.6,283.9,297.5,2.1,11,22.2,27.2,7,3.3,2.7,0.55
MD,39.2726730280753,-77.5359350749999,2018-09-30,0,100,51.6,0.0103,136.6,286.5,297.3,2.7,12,21,26.6,8,3.2,2.5,0.61
MD,39.2726730280753,-77.5359350749999,2018-10-01,0,100,47.5,0.01245,205.9,288.5,302.1,2.3,14,20,25.9,11,4.2,3.4,0.86
MD,39.2726730280753,-77.5359350749999,2018-10-02,0,100,54,0.01326,197.7,290,301.2,3.7,17,19.5,25.7,11,4.4,3.4,0.72
MD,39.2726730280753,-77.5359350749999,2018-10-03,0,100,44.5,0.01182,203.3,288.8,302.2,2.8,16,18.9,25.3,13,4.7,3.6,1
MD,39.2726730280753,-77.5359350749999,2018-10-04,0.7,100,43.2,0.01331,196.7,289.6,304.7,2.6,0,18.6,25,6,4.8,3.7,1.11
MD,39.2726730280753,-77.5359350749999,2018-10-05,0,98,68.9,0.01148,125.8,288.9,295.1,2.9,14,19,24.8,11,2.5,2,0.36
MD,39.2726730280753,-77.5359350749999,2018-10-06,0,100,74.9,0.01318,183.8,290.4,296.1,3,14,19.5,24.6,11,2.7,2.4,0.26
MD,39.2726730280753,-77.5359350749999,2018-10-07,0,100,50.1,0.0145,180.3,291.6,303.9,2,14,19.1,24.2,14,3.9,3.2,0.94
MD,39.2726730280753,-77.5359350749999,2018-10-08,0,100,57.5,0.01489,155.5,292.6,302.2,3.6,18,18.9,23.7,14,4,3.1,0.74
MD,39.2726730280753,-77.5359350749999,2018-10-09,0,97,59.2,0.01433,187.2,292.6,301.1,3.7,19,18.6,23.6,15,4.2,3.3,0.71
MD,39.2726730280753,-77.5359350749999,2018-10-10,1.9,93.7,63,0.01508,151.5,294,301,3.9,0,18.7,23.5,8,3.9,3,0.68
MD,39.2726730280753,-77.5359350749999,2018-10-11,21.8,100,65.5,0.01413,109.1,284.7,299.3,3.8,0,21.7,24.4,4,1.6,1.4,0.1
MD,39.2726730280753,-77.5359350749999,2018-10-12,2.4,88.5,51.8,0.00638,179.7,281.5,289.9,5.2,0,20.5,24.3,5,3.7,2.6,0.47
MD,39.2726730280753,-77.5359350749999,2018-10-13,0.4,96.9,53,0.00547,126.9,277.9,287.2,3.1,16,19.8,24.1,12,2.3,1.7,0.35
MD,39.2726730280753,-77.5359350749999,2018-10-14,0.9,92.9,61.5,0.0061,96.6,280.1,286.8,2.5,0,19.4,23.9,6,1.9,1.4,0.3
MD,39.2726730280753,-77.5359350749999,2018-10-15,3,100,73.3,0.01015,105.2,282.4,292.2,5.3,0,20.4,23.9,5,1.1,1,0.05
MD,39.2726730280753,-77.5359350749999,2018-10-16,0,94.7,56.7,0.00605,172.8,279.7,287.8,3,17,19.4,23.7,14,2.4,1.9,0.34
MD,39.2726730280753,-77.5359350749999,2018-10-17,0,95,36.3,0.00529,183.4,277.7,291.9,5.2,24,18.4,23.5,17,4.6,3.1,0.65
MD,39.2726730280753,-77.5359350749999,2018-10-18,0,93.6,38.2,0.00396,136.3,273.8,286.7,3.3,20,17.6,22.8,18,2.9,2,0.46
MD,39.2726730280753,-77.5359350749999,2018-10-19,1.1,100,38.2,0.0051,173.1,276.2,290.6,3.5,0,18,22.7,10,3.4,2.4,0.56
MD,39.2726730280753,-77.5359350749999,2018-10-20,1,100,48.4,0.00687,141.6,278.4,292,4.7,0,18.6,22.7,9,3.1,2.2,0.43
MD,39.2726730280753,-77.5359350749999,2018-10-21,0,100,47.5,0.00391,140.6,272.1,283.6,6.1,26,18.8,22.5,17,2.6,1.8,0.29
MD,39.2726730280753,-77.5359350749999,2018-10-22,0,94,37.6,0.00406,169.6,274.1,287.3,3.8,22,18.1,22.1,19,3.2,2.2,0.48
MD,39.2726730280753,-77.5359350749999,2018-10-23,0,91.4,26.1,0.00455,172.6,276.1,293.9,4.1,25,17.1,21.9,22,5,3.3,0.87
MD,39.2726730280753,-77.5359350749999,2018-10-24,0,100,43,0.00417,133.6,272,285.9,4.7,24,17.7,21.8,19,2.7,1.8,0.35
MD,39.2726730280753,-77.5359350749999,2018-10-25,0,91.4,44.9,0.00395,164.2,274.1,284.5,2.1,18,17.1,21.3,21,2,1.5,0.36
MD,39.2726730280753,-77.5359350749999,2018-10-26,27.3,100,74.9,0.00524,99.4,276.8,281.8,4.6,0,20.9,22.5,7,1.2,0.9,0.11
MD,39.2726730280753,-77.5359350749999,2018-10-27,6.8,88.9,71.6,0.00556,63.3,279.4,283.3,4.6,0,21.4,22.8,6,1.6,1.1,0.2
MD,39.2726730280753,-77.5359350749999,2018-10-28,0.5,86.8,60,0.00585,83.6,280.5,286.5,3.5,18,19.8,22.6,14,2.1,1.5,0.34
MD,39.2726730280753,-77.5359350749999,2018-10-29,0,100,49.5,0.00508,96,275.5,287,5,22,19.8,22.5,15,2.5,1.7,0.33
MD,39.2726730280753,-77.5359350749999,2018-10-30,0,100,39.5,0.00496,154.2,275.8,289.7,2.7,18,19.4,22.5,18,2.7,1.9,0.51
MD,39.2726730280753,-77.5359350749999,2018-10-31,0,100,41.7,0.00698,152.5,278.4,294.4,3.4,20,19.2,22.4,18,3.2,2.2,0.58
MD,39.2726730280753,-77.5359350749999,2018-11-01,0.4,97.5,49,0.00903,141.2,285.2,296.6,4.9,23,18.6,22.2,17,4.1,2.8,0.69
MD,39.2726730280753,-77.5359350749999,2018-11-02,46.9,100,68.9,0.01055,97.5,281,294,4.1,0,21.8,23,6,1,0.9,0.06
